"COUNTRY","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1990","1990","HA","Hectares","3","Thousands",,,42003,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1991","1991","HA","Hectares","3","Thousands",,,40031,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1992","1992","HA","Hectares","3","Thousands",,,39952,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1993","1993","HA","Hectares","3","Thousands",,,39912,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1994","1994","HA","Hectares","3","Thousands",,,40048,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1995","1995","HA","Hectares","3","Thousands",,,39211,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1996","1996","HA","Hectares","3","Thousands",,,39363,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1997","1997","HA","Hectares","3","Thousands",,,39241,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1998","1998","HA","Hectares","3","Thousands",,,39346,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","1999","1999","HA","Hectares","3","Thousands",,,39179,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2000","2000","HA","Hectares","3","Thousands",,,38756,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2001","2001","HA","Hectares","3","Thousands",,,40966.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2002","2002","HA","Hectares","3","Thousands",,,41195.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2003","2003","HA","Hectares","3","Thousands",,,40644.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2004","2004","HA","Hectares","3","Thousands",,,41209.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2005","2005","HA","Hectares","3","Thousands",,,41222.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2006","2006","HA","Hectares","3","Thousands",,,40492.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2007","2007","HA","Hectares","3","Thousands",,,39504.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2008","2008","HA","Hectares","3","Thousands",,,39121.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2009","2009","HA","Hectares","3","Thousands",,,38910.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2010","2010","HA","Hectares","3","Thousands",,,39011.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2011","2011","HA","Hectares","3","Thousands",,,38230.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2012","2012","HA","Hectares","3","Thousands",,,38398.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2013","2013","HA","Hectares","3","Thousands",,,38421.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2014","2014","HA","Hectares","3","Thousands",,,38559.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2015","2015","HA","Hectares","3","Thousands",,,38550.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2016","2016","HA","Hectares","3","Thousands",,,38327.687,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2017","2017","HA","Hectares","3","Thousands",,,37963,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2018","2018","HA","Hectares","3","Thousands",,,37797,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2019","2019","HA","Hectares","3","Thousands",,,37797,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2020","2020","HA","Hectares","3","Thousands",,,37762,,
"TUR","Türkiye","TOTAGR_LAND","Total Agricultural Land area","2021","2021","HA","Hectares","3","Thousands",,,38089,,
"HUN","Hungary","ARABLELAND","Arable Land","1990","1990","HA","Hectares","3","Thousands",,,5053.9,,
"HUN","Hungary","ARABLELAND","Arable Land","1991","1991","HA","Hectares","3","Thousands",,,5056.1,,
"HUN","Hungary","ARABLELAND","Arable Land","1992","1992","HA","Hectares","3","Thousands",,,4742.2,,
"HUN","Hungary","ARABLELAND","Arable Land","1993","1993","HA","Hectares","3","Thousands",,,4747.8,,
"HUN","Hungary","ARABLELAND","Arable Land","1994","1994","HA","Hectares","3","Thousands",,,4749.4,,
"HUN","Hungary","ARABLELAND","Arable Land","1995","1995","HA","Hectares","3","Thousands",,,4806.1,,
"HUN","Hungary","ARABLELAND","Arable Land","1996","1996","HA","Hectares","3","Thousands",,,4810.9,,
"HUN","Hungary","ARABLELAND","Arable Land","1997","1997","HA","Hectares","3","Thousands",,,4820,,
"HUN","Hungary","ARABLELAND","Arable Land","1998","1998","HA","Hectares","3","Thousands",,,4384.1,,
"HUN","Hungary","ARABLELAND","Arable Land","1999","1999","HA","Hectares","3","Thousands",,,4275.3,,
"HUN","Hungary","ARABLELAND","Arable Land","2000","2000","HA","Hectares","3","Thousands",,,4601.5,,
"HUN","Hungary","ARABLELAND","Arable Land","2001","2001","HA","Hectares","3","Thousands",,,4613.9,,
"HUN","Hungary","ARABLELAND","Arable Land","2002","2002","HA","Hectares","3","Thousands",,,5057.2,,
"HUN","Hungary","ARABLELAND","Arable Land","2003","2003","HA","Hectares","3","Thousands",,,4593.7,,
"HUN","Hungary","ARABLELAND","Arable Land","2004","2004","HA","Hectares","3","Thousands",,,4596.4,,
"HUN","Hungary","ARABLELAND","Arable Land","2005","2005","HA","Hectares","3","Thousands",,,4598.9,,
"HUN","Hungary","ARABLELAND","Arable Land","2006","2006","HA","Hectares","3","Thousands",,,4596,,
"HUN","Hungary","ARABLELAND","Arable Land","2007","2007","HA","Hectares","3","Thousands",,,4589.9,,
"HUN","Hungary","ARABLELAND","Arable Land","2008","2008","HA","Hectares","3","Thousands",,,4583.9,,
"HUN","Hungary","ARABLELAND","Arable Land","2009","2009","HA","Hectares","3","Thousands",,,4583.5,,
"HUN","Hungary","ARABLELAND","Arable Land","2010","2010","HA","Hectares","3","Thousands",,,4308.38,,
"HUN","Hungary","ARABLELAND","Arable Land","2011","2011","HA","Hectares","3","Thousands",,,4313.57,,
"HUN","Hungary","ARABLELAND","Arable Land","2012","2012","HA","Hectares","3","Thousands",,,4314.97,,
"HUN","Hungary","ARABLELAND","Arable Land","2013","2013","HA","Hectares","3","Thousands",,,4406.65,,
"HUN","Hungary","ARABLELAND","Arable Land","2014","2014","HA","Hectares","3","Thousands",,,4411.61,,
"HUN","Hungary","ARABLELAND","Arable Land","2015","2015","HA","Hectares","3","Thousands",,,4412.19,,
"HUN","Hungary","ARABLELAND","Arable Land","2016","2016","HA","Hectares","3","Thousands",,,4397.37,,
"HUN","Hungary","ARABLELAND","Arable Land","2017","2017","HA","Hectares","3","Thousands",,,4372.72,,
"HUN","Hungary","ARABLELAND","Arable Land","2018","2018","HA","Hectares","3","Thousands",,,4379.07,,
"HUN","Hungary","ARABLELAND","Arable Land","2019","2019","HA","Hectares","3","Thousands",,,4348.2,,
"HUN","Hungary","ARABLELAND","Arable Land","2020","2020","HA","Hectares","3","Thousands",,,4104.88,,
"HUN","Hungary","ARABLELAND","Arable Land","2021","2021","HA","Hectares","3","Thousands",,,4145.2,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2005","2005","HA","Hectares","0","Units",,,120173.43,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2006","2006","HA","Hectares","0","Units",,,140662.5,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2007","2007","HA","Hectares","0","Units",,,238228.54,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2008","2008","HA","Hectares","0","Units",,,205430.432,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2009","2009","HA","Hectares","0","Units",,,203297.127,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2010","2010","HA","Hectares","0","Units",,,410980.112,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2011","2011","HA","Hectares","0","Units",,,778216.843,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2012","2012","HA","Hectares","0","Units",,,920330.327,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2013","2013","HA","Hectares","0","Units",,,516261.749,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2014","2014","HA","Hectares","0","Units",,,580242.826,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2015","2015","HA","Hectares","0","Units",,,400000.472,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2016","2016","HA","Hectares","0","Units",,,244114.39,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2017","2017","HA","Hectares","0","Units",,,481347.27,,
"MEX","Mexico","TRANSGENIC_CROP","Transgenic crops","2018","2018","HA","Hectares","0","Units",,,430500.63,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","1996","1996","HA","Hectares","0","Units",,,1500000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","1997","1997","HA","Hectares","0","Units",,,8100000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","1998","1998","HA","Hectares","0","Units",,,20500000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","1999","1999","HA","Hectares","0","Units",,,28700000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2000","2000","HA","Hectares","0","Units",,,30300000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2001","2001","HA","Hectares","0","Units",,,35700000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2002","2002","HA","Hectares","0","Units",,,39000000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2003","2003","HA","Hectares","0","Units",,,42800000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2004","2004","HA","Hectares","0","Units",,,47600000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2005","2005","HA","Hectares","0","Units",,,49800000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2006","2006","HA","Hectares","0","Units",,,54600000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2007","2007","HA","Hectares","0","Units",,,57700000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2008","2008","HA","Hectares","0","Units",,,62500000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2009","2009","HA","Hectares","0","Units",,,64000000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2010","2010","HA","Hectares","0","Units",,,66800000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2011","2011","HA","Hectares","0","Units",,,69000000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2012","2012","HA","Hectares","0","Units",,,69500000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2013","2013","HA","Hectares","0","Units",,,70100000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2014","2014","HA","Hectares","0","Units",,,73100000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2015","2015","HA","Hectares","0","Units",,,70900000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2016","2016","HA","Hectares","0","Units",,,72900000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2017","2017","HA","Hectares","0","Units",,,75000000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2018","2018","HA","Hectares","0","Units",,,75000000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2019","2019","HA","Hectares","0","Units",,,71500000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2020","2020","HA","Hectares","0","Units",,,70100000,,
"USA","United States","TRANSGENIC_CROP","Transgenic crops","2021","2021","HA","Hectares","0","Units",,,73000000,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1990","1990","HA","Hectares","3","Thousands",,,18166.3,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1991","1991","HA","Hectares","3","Thousands",,,17570.6,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1992","1992","HA","Hectares","3","Thousands",,,17203,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1993","1993","HA","Hectares","3","Thousands",,,16484.1,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1994","1994","HA","Hectares","3","Thousands",,,16426,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1995","1995","HA","Hectares","3","Thousands",,,16172.3,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1996","1996","HA","Hectares","3","Thousands",,,15698.1,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1997","1997","HA","Hectares","3","Thousands",,,15694.4,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1998","1998","HA","Hectares","3","Thousands",,,15597.5,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","1999","1999","HA","Hectares","3","Thousands",,,15793.7,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2000","2000","HA","Hectares","3","Thousands",,,15627.7,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2001","2001","HA","Hectares","3","Thousands",,,15472.3,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2002","2002","HA","Hectares","3","Thousands",,,15420.8,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2003","2003","HA","Hectares","3","Thousands",,,15097.2,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2004","2004","HA","Hectares","3","Thousands",,,14964.5,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2005","2005","HA","Hectares","3","Thousands",,,14709.9,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2006","2006","HA","Hectares","3","Thousands",,,13274.3,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2007","2007","HA","Hectares","3","Thousands",,,14490.3,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2008","2008","HA","Hectares","3","Thousands",,,13337.7,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2010","2010","HA","Hectares","3","Thousands",,,12885.19,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2011","2011","HA","Hectares","3","Thousands",,,12670.2,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2012","2012","HA","Hectares","3","Thousands",,,12548.1,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2013","2013","HA","Hectares","3","Thousands",,,12426,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2014","2014","HA","Hectares","3","Thousands",,,12720.15,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2015","2015","HA","Hectares","3","Thousands",,,12660.89,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2016","2016","HA","Hectares","3","Thousands",,,12843.32,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2017","2017","HA","Hectares","3","Thousands",,,13005.75,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2018","2018","HA","Hectares","3","Thousands",,,12908.75,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2019","2019","HA","Hectares","3","Thousands",,,13150.2,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2020","2020","HA","Hectares","3","Thousands",,,13122.14,,
"ITA","Italy","TOTAGR_LAND","Total Agricultural Land area","2021","2021","HA","Hectares","3","Thousands",,,12987.42,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1990","1990","HA","Hectares","3","Thousands",,,1640,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1991","1991","HA","Hectares","3","Thousands",,,1640.3,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1992","1992","HA","Hectares","3","Thousands",,,1639.1,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1993","1993","HA","Hectares","3","Thousands",,,1615.7,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1994","1994","HA","Hectares","3","Thousands",,,1611.4,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1995","1995","HA","Hectares","3","Thousands",,,1611.1,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1996","1996","HA","Hectares","3","Thousands",,,1606.6,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1997","1997","HA","Hectares","3","Thousands",,,1602.8,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1998","1998","HA","Hectares","3","Thousands",,,1615.7,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1999","1999","HA","Hectares","3","Thousands",,,1613,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2000","2000","HA","Hectares","3","Thousands",,,1547.4,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2001","2001","HA","Hectares","3","Thousands",,,1470.6,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2002","2002","HA","Hectares","3","Thousands",,,1437.8,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2003","2003","HA","Hectares","3","Thousands",,,1441.1,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2004","2004","HA","Hectares","3","Thousands",,,1420.1,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2005","2005","HA","Hectares","3","Thousands",,,1417.1,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2006","2006","HA","Hectares","3","Thousands",,,1403.5,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2007","2007","HA","Hectares","3","Thousands",,,1402.1,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2008","2008","HA","Hectares","3","Thousands",,,1404.4,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2009","2009","HA","Hectares","3","Thousands",,,1406.8,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2010","2010","HA","Hectares","3","Thousands",,,1408.11,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2011","2011","HA","Hectares","3","Thousands",,,1411.5,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2012","2012","HA","Hectares","3","Thousands",,,1378.83,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2013","2013","HA","Hectares","3","Thousands",,,1414.81,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2014","2014","HA","Hectares","3","Thousands",,,1413.36,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2015","2015","HA","Hectares","3","Thousands",,,1368.63,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2016","2016","HA","Hectares","3","Thousands",,,1397.44,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2017","2017","HA","Hectares","3","Thousands",,,1392.97,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2018","2018","HA","Hectares","3","Thousands",,,1395.99,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2019","2019","HA","Hectares","3","Thousands",,,1397.32,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2020","2020","HA","Hectares","3","Thousands",,,1390.83,,
"SVK","Slovak Republic","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2021","2021","HA","Hectares","3","Thousands",,,1344.05,,
"NZL","New Zealand","ARABLELAND","Arable Land","1990","1990","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1991","1991","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1992","1992","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1993","1993","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1994","1994","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1995","1995","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1996","1996","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1997","1997","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1998","1998","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","1999","1999","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","2000","2000","HA","Hectares","3","Thousands",,,336,,
"NZL","New Zealand","ARABLELAND","Arable Land","2001","2001","HA","Hectares","3","Thousands",,,334,,
"NZL","New Zealand","ARABLELAND","Arable Land","2002","2002","HA","Hectares","3","Thousands",,,334,,
"NZL","New Zealand","ARABLELAND","Arable Land","2003","2003","HA","Hectares","3","Thousands",,,334,,
"NZL","New Zealand","ARABLELAND","Arable Land","2004","2004","HA","Hectares","3","Thousands",,,352,,
"NZL","New Zealand","ARABLELAND","Arable Land","2005","2005","HA","Hectares","3","Thousands",,,369,,
"NZL","New Zealand","ARABLELAND","Arable Land","2006","2006","HA","Hectares","3","Thousands",,,347,,
"NZL","New Zealand","ARABLELAND","Arable Land","2007","2007","HA","Hectares","3","Thousands",,,500,,
"NZL","New Zealand","ARABLELAND","Arable Land","2008","2008","HA","Hectares","3","Thousands",,,453,,
"NZL","New Zealand","ARABLELAND","Arable Land","2009","2009","HA","Hectares","3","Thousands",,,471,,
"NZL","New Zealand","ARABLELAND","Arable Land","2010","2010","HA","Hectares","3","Thousands",,,499,,
"NZL","New Zealand","ARABLELAND","Arable Land","2011","2011","HA","Hectares","3","Thousands",,,471,,
"NZL","New Zealand","ARABLELAND","Arable Land","2012","2012","HA","Hectares","3","Thousands",,,509,,
"NZL","New Zealand","ARABLELAND","Arable Land","2013","2013","HA","Hectares","3","Thousands",,,547,,
"NZL","New Zealand","ARABLELAND","Arable Land","2014","2014","HA","Hectares","3","Thousands",,,592,,
"NZL","New Zealand","ARABLELAND","Arable Land","2015","2015","HA","Hectares","3","Thousands",,,604,,
"NZL","New Zealand","ARABLELAND","Arable Land","2016","2016","HA","Hectares","3","Thousands",,,592,,
"NZL","New Zealand","ARABLELAND","Arable Land","2017","2017","HA","Hectares","3","Thousands",,,617,,
"NZL","New Zealand","ARABLELAND","Arable Land","2018","2018","HA","Hectares","3","Thousands",,,638,,
"NZL","New Zealand","ARABLELAND","Arable Land","2019","2019","HA","Hectares","3","Thousands",,,620,,
"NZL","New Zealand","ARABLELAND","Arable Land","2020","2020","HA","Hectares","3","Thousands",,,601,,
"NZL","New Zealand","ARABLELAND","Arable Land","2021","2021","HA","Hectares","3","Thousands",,,614,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1990","1990","HA","Hectares","3","Thousands",,,3391,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1991","1991","HA","Hectares","3","Thousands",,,3380.4,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1992","1992","HA","Hectares","3","Thousands",,,3391.7,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1993","1993","HA","Hectares","3","Thousands",,,3372.9,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1994","1994","HA","Hectares","3","Thousands",,,3326.9,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1995","1995","HA","Hectares","3","Thousands",,,3327,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1996","1996","HA","Hectares","3","Thousands",,,3352.4,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1997","1997","HA","Hectares","3","Thousands",,,2267.7,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1998","1998","HA","Hectares","3","Thousands",,,3353.4,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","1999","1999","HA","Hectares","3","Thousands",,,3913.9,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2000","2000","HA","Hectares","3","Thousands",,,3210.77,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2001","2001","HA","Hectares","3","Thousands",,,3359.23,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2002","2002","HA","Hectares","3","Thousands",,,3261.1,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2003","2003","HA","Hectares","3","Thousands",,,3205.83,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2004","2004","HA","Hectares","3","Thousands",,,3200.62,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2005","2005","HA","Hectares","3","Thousands",,,3249.99,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2006","2006","HA","Hectares","3","Thousands",,,3026.63,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2007","2007","HA","Hectares","3","Thousands",,,3139.71,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2008","2008","HA","Hectares","3","Thousands",,,2939.11,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2009","2009","HA","Hectares","3","Thousands",,,3102.92,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2010","2010","HA","Hectares","3","Thousands",,,2983.62,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2011","2011","HA","Hectares","3","Thousands",,,2984.21,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2012","2012","HA","Hectares","3","Thousands",,,2993,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2013","2013","HA","Hectares","3","Thousands",,,3129.21,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2014","2014","HA","Hectares","3","Thousands",,,3269.33,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2015","2015","HA","Hectares","3","Thousands",,,3242.02,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2016","2016","HA","Hectares","3","Thousands",,,3238.58,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2017","2017","HA","Hectares","3","Thousands",,,3132.35,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2018","2018","HA","Hectares","3","Thousands",,,3116.78,,
"GRC","Greece","ARABLE_PERMANENTCROP","Arable and Permanent Crop Land","2019","2019","HA","Hectares","3","Thousands",,,3021.87,,
